# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	406180	407559	+	WP_005897365.1	WP_005897365.1		MBOAT family protein		45634199	AT688_RS01935	1380	459	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	407574	408971	+						45634200	AT688_RS01940	1398		old_locus_tag=ERS445057_00389
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	407574	408971	+	WP_005897363.1	WP_005897363.1		hypothetical protein		45634200	AT688_RS01940	1398	465	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	409031	410233	+						45634201	AT688_RS01945	1203		old_locus_tag=ERS445057_00390
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	409031	410233	+	WP_005897360.1	WP_005897360.1		dTDP-glucose 4,6-dehydratase		45634201	AT688_RS01945	1203	400	
gene	pseudogene	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	410402	410555	-						45636184	AT688_RS12255	154		partial;pseudo
CDS	without_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	410402	410555	-				ISL3 family transposase		45636184	AT688_RS12255	154		partial;pseudo
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	410707	411162	-						45634202	AT688_RS01950	456		old_locus_tag=ERS445057_00391
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	410707	411162	-	WP_005897357.1	WP_005897357.1		hypothetical protein		45634202	AT688_RS01950	456	151	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	411183	411611	-						45634203	AT688_RS01955	429		old_locus_tag=ERS445057_00392
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	411183	411611	-	WP_005897354.1	WP_005897354.1		hypothetical protein		45634203	AT688_RS01955	429	142	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	411966	412319	-						45634204	AT688_RS01960	354		old_locus_tag=ERS445057_00393
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	411966	412319	-	WP_005897351.1	WP_005897351.1		hypothetical protein		45634204	AT688_RS01960	354	117	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	412329	412700	-						45634205	AT688_RS01965	372		old_locus_tag=ERS445057_00394
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	412329	412700	-	WP_005897347.1	WP_005897347.1		transcriptional regulator		45634205	AT688_RS01965	372	123	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	412693	413028	-						45634206	AT688_RS01970	336		old_locus_tag=ERS445057_00395
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	412693	413028	-	WP_005897344.1	WP_005897344.1		hypothetical protein		45634206	AT688_RS01970	336	111	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	413364	413846	-						45634207	AT688_RS01975	483		old_locus_tag=ERS445057_00396
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	413364	413846	-	WP_005897342.1	WP_005897342.1		hypothetical protein		45634207	AT688_RS01975	483	160	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	413885	414793	-						45634208	AT688_RS01980	909		old_locus_tag=ERS445057_00397
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	413885	414793	-	WP_005897339.1	WP_005897339.1		hypothetical protein		45634208	AT688_RS01980	909	302	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	415051	415800	+						45634209	AT688_RS01985	750		old_locus_tag=ERS445057_00398
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	415051	415800	+	WP_005897337.1	WP_005897337.1		YebC/PmpR family DNA-binding transcriptional regulator		45634209	AT688_RS01985	750	249	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	416127	418196	+					recG	45634210	AT688_RS01990	2070		old_locus_tag=ERS445057_00399
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	416127	418196	+	WP_005897334.1	WP_005897334.1		ATP-dependent DNA helicase RecG	recG	45634210	AT688_RS01990	2070	689	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	418267	419970	+						45634211	AT688_RS01995	1704		old_locus_tag=ERS445057_00400
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	418267	419970	+	WP_005897330.1	WP_005897330.1		proline--tRNA ligase		45634211	AT688_RS01995	1704	567	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	420069	420353	+					rpsF	45634212	AT688_RS02000	285		old_locus_tag=ERS445057_00401
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	420069	420353	+	WP_005897327.1	WP_005897327.1		30S ribosomal protein S6	rpsF	45634212	AT688_RS02000	285	94	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	420399	420617	+					rpsR	45634213	AT688_RS02005	219		old_locus_tag=ERS445057_00402
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	420399	420617	+	WP_005897324.1	WP_005897324.1		30S ribosomal protein S18	rpsR	45634213	AT688_RS02005	219	72	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	420685	421488	+						45634214	AT688_RS02010	804		old_locus_tag=ERS445057_00403
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	420685	421488	+	WP_032842708.1	WP_032842708.1		M48 family metallopeptidase		45634214	AT688_RS02010	804	267	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	421542	423119	-						45634215	AT688_RS02015	1578		old_locus_tag=ERS445057_00404
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	421542	423119	-	WP_005897314.1	WP_005897314.1		PAS domain-containing protein		45634215	AT688_RS02015	1578	525	
gene	pseudogene	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	423388	423480	+						45636147	AT688_RS11915	93		partial;pseudo
CDS	without_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	423388	423480	+				IS3 family transposase		45636147	AT688_RS11915	93		partial;pseudo
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	423523	423678	-						71765688	AT688_RS12510	156		
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	423523	423678	-	WP_225970435.1	WP_225970435.1		hypothetical protein		71765688	AT688_RS12510	156	51	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	423948	424448	-						45634217	AT688_RS02025	501		old_locus_tag=ERS445057_00405
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	423948	424448	-	WP_005897312.1	WP_005897312.1		hypothetical protein		45634217	AT688_RS02025	501	166	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	424599	425045	-						45634218	AT688_RS02030	447		old_locus_tag=ERS445057_00406
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	424599	425045	-	WP_005897310.1	WP_005897310.1		hypothetical protein		45634218	AT688_RS02030	447	148	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	425265	425576	+					rpsJ	45634219	AT688_RS02035	312		old_locus_tag=ERS445057_00407
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	425265	425576	+	WP_005897308.1	WP_005897308.1		30S ribosomal protein S10	rpsJ	45634219	AT688_RS02035	312	103	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	425723	426358	+					rplC	45634220	AT688_RS02040	636		old_locus_tag=ERS445057_00408
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	425723	426358	+	WP_005897306.1	WP_005897306.1		50S ribosomal protein L3	rplC	45634220	AT688_RS02040	636	211	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	426378	427007	+					rplD	45634221	AT688_RS02045	630		old_locus_tag=ERS445057_00409
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	426378	427007	+	WP_005897305.1	WP_005897305.1		50S ribosomal protein L4	rplD	45634221	AT688_RS02045	630	209	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	427007	427294	+					rplW	45634222	AT688_RS02050	288		old_locus_tag=ERS445057_00410
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	427007	427294	+	WP_005892379.1	WP_005892379.1		50S ribosomal protein L23	rplW	45634222	AT688_RS02050	288	95	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	427337	428167	+					rplB	45634223	AT688_RS02055	831		old_locus_tag=ERS445057_00411
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	427337	428167	+	WP_005897303.1	WP_005897303.1		50S ribosomal protein L2	rplB	45634223	AT688_RS02055	831	276	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	428192	428467	+					rpsS	45634224	AT688_RS02060	276		old_locus_tag=ERS445057_00412
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	428192	428467	+	WP_005897301.1	WP_005897301.1		30S ribosomal protein S19	rpsS	45634224	AT688_RS02060	276	91	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	428501	428836	+					rplV	45634225	AT688_RS02065	336		old_locus_tag=ERS445057_00413
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	428501	428836	+	WP_005897300.1	WP_005897300.1		50S ribosomal protein L22	rplV	45634225	AT688_RS02065	336	111	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	428855	429514	+					rpsC	45634226	AT688_RS02070	660		old_locus_tag=ERS445057_00414
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	428855	429514	+	WP_005897298.1	WP_005897298.1		30S ribosomal protein S3	rpsC	45634226	AT688_RS02070	660	219	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	429517	429945	+					rplP	45634227	AT688_RS02075	429		old_locus_tag=ERS445057_00415
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	429517	429945	+	WP_005897296.1	WP_005897296.1		50S ribosomal protein L16	rplP	45634227	AT688_RS02075	429	142	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	429945	430127	+					rpmC	45634228	AT688_RS02080	183		old_locus_tag=ERS445057_00416
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	429945	430127	+	WP_005892361.1	WP_005892361.1		50S ribosomal protein L29	rpmC	45634228	AT688_RS02080	183	60	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	430163	430414	+					rpsQ	45634229	AT688_RS02085	252		old_locus_tag=ERS445057_00417
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	430163	430414	+	WP_005899807.1	WP_005899807.1		30S ribosomal protein S17	rpsQ	45634229	AT688_RS02085	252	83	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	430443	430811	+					rplN	45634230	AT688_RS02090	369		old_locus_tag=ERS445057_00418
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	430443	430811	+	WP_005897292.1	WP_005897292.1		50S ribosomal protein L14	rplN	45634230	AT688_RS02090	369	122	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	430836	431177	+					rplX	45634231	AT688_RS02095	342		old_locus_tag=ERS445057_00419
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	430836	431177	+	WP_005897291.1	WP_005897291.1		50S ribosomal protein L24	rplX	45634231	AT688_RS02095	342	113	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	431256	431747	+					rplE	45634232	AT688_RS02100	492		old_locus_tag=ERS445057_00420
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	431256	431747	+	WP_048481047.1	WP_048481047.1		50S ribosomal protein L5	rplE	45634232	AT688_RS02100	492	163	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	431768	432055	+					rpsN	45634233	AT688_RS02105	288		old_locus_tag=ERS445057_00421
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	431768	432055	+	WP_005897287.1	WP_005897287.1		30S ribosomal protein S14	rpsN	45634233	AT688_RS02105	288	95	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	432084	432482	+					rpsH	45634234	AT688_RS02110	399		old_locus_tag=ERS445057_00422
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	432084	432482	+	WP_005897285.1	WP_005897285.1		30S ribosomal protein S8	rpsH	45634234	AT688_RS02110	399	132	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	432507	433040	+					rplF	45634235	AT688_RS02115	534		old_locus_tag=ERS445057_00423
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	432507	433040	+	WP_005897282.1	WP_005897282.1		50S ribosomal protein L6	rplF	45634235	AT688_RS02115	534	177	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	433067	433435	+					rplR	45634236	AT688_RS02120	369		old_locus_tag=ERS445057_00424
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	433067	433435	+	WP_005897280.1	WP_005897280.1		50S ribosomal protein L18	rplR	45634236	AT688_RS02120	369	122	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	433459	433953	+					rpsE	45634237	AT688_RS02125	495		old_locus_tag=ERS445057_00425
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	433459	433953	+	WP_005897278.1	WP_005897278.1		30S ribosomal protein S5	rpsE	45634237	AT688_RS02125	495	164	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	433966	434151	+					rpmD	45634238	AT688_RS02130	186		old_locus_tag=ERS445057_00426
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	433966	434151	+	WP_005892817.1	WP_005892817.1		50S ribosomal protein L30	rpmD	45634238	AT688_RS02130	186	61	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	434151	434630	+					rplO	45634239	AT688_RS02135	480		old_locus_tag=ERS445057_00427
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	434151	434630	+	WP_005897276.1	WP_005897276.1		50S ribosomal protein L15	rplO	45634239	AT688_RS02135	480	159	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	434655	435935	+					secY	45634240	AT688_RS02140	1281		old_locus_tag=ERS445057_00428
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	434655	435935	+	WP_005897274.1	WP_005897274.1		preprotein translocase subunit SecY	secY	45634240	AT688_RS02140	1281	426	
gene	pseudogene	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	436106	436421	+						60510304	AT688_RS12490	316		partial;pseudo
CDS	without_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	436106	436421	+				transposase		60510304	AT688_RS12490	316		partial;pseudo
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	436657	437028	+						45634242	AT688_RS02150	372		old_locus_tag=ERS445057_00430
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	436657	437028	+	WP_005897272.1	WP_005897272.1		adhesion protein FadA		45634242	AT688_RS02150	372	123	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	437041	437424	+						45634243	AT688_RS02155	384		old_locus_tag=ERS445057_00431
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	437041	437424	+	WP_005897270.1	WP_005897270.1		hypothetical protein		45634243	AT688_RS02155	384	127	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	437440	437829	+						45634244	AT688_RS02160	390		old_locus_tag=ERS445057_00432
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	437440	437829	+	WP_005897268.1	WP_005897268.1		hypothetical protein		45634244	AT688_RS02160	390	129	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	437844	448481	+						45634245	AT688_RS02165	10638		old_locus_tag=ERS445057_00433
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	437844	448481	+	WP_005897266.1	WP_005897266.1		autotransporter-associated N-terminal domain-containing protein		45634245	AT688_RS02165	10638	3545	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	448807	449379	-					frr	45634246	AT688_RS02170	573		old_locus_tag=ERS445057_00434
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	448807	449379	-	WP_005897264.1	WP_005897264.1		ribosome recycling factor	frr	45634246	AT688_RS02170	573	190	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	449410	450129	-					pyrH	45634247	AT688_RS02175	720		old_locus_tag=ERS445057_00435
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	449410	450129	-	WP_005897262.1	WP_005897262.1		UMP kinase	pyrH	45634247	AT688_RS02175	720	239	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	450195	451088	-					tsf	45634248	AT688_RS02180	894		old_locus_tag=ERS445057_00436
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	450195	451088	-	WP_005897259.1	WP_005897259.1		translation elongation factor Ts	tsf	45634248	AT688_RS02180	894	297	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	451113	451856	-					rpsB	45634249	AT688_RS02185	744		old_locus_tag=ERS445057_00437
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	451113	451856	-	WP_005897257.1	WP_005897257.1		30S ribosomal protein S2	rpsB	45634249	AT688_RS02185	744	247	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	452159	452527	+						45634250	AT688_RS02190	369		old_locus_tag=ERS445057_00438
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	452159	452527	+	WP_005897255.1	WP_005897255.1		Asp23/Gls24 family envelope stress response protein		45634250	AT688_RS02190	369	122	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	452544	453137	+					amaP	45634251	AT688_RS02195	594		old_locus_tag=ERS445057_00439
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	452544	453137	+	WP_058229291.1	WP_058229291.1		alkaline shock response membrane anchor protein AmaP	amaP	45634251	AT688_RS02195	594	197	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	453137	453361	+						45634252	AT688_RS02200	225		old_locus_tag=ERS445057_00440
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	453137	453361	+	WP_023037160.1	WP_023037160.1		DUF2273 domain-containing protein		45634252	AT688_RS02200	225	74	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	453366	453833	+					nusB	45634253	AT688_RS02205	468		old_locus_tag=ERS445057_00441
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	453366	453833	+	WP_005897251.1	WP_005897251.1		transcription antitermination factor NusB	nusB	45634253	AT688_RS02205	468	155	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	454067	454618	-						45634254	AT688_RS02210	552		old_locus_tag=ERS445057_00442
